"RingNR","Opponent1_ID","Opponent2_ID","TrialID","GroupID","Producing_events","Scrounging_events","TrialNR_Indiv","Trial_day_bin","Grp_tr_b4","bmr_YN","Year","Series_ID_year","Series_opp1_year","Series_opp2_year"
"8P31098","8P31094","8P31090","475_2",29,3,0,7,1,0,1,2022,"8P31098_2022","8P31094_2022","8P31090_2022"
"8P31095","8P31109","8P31104","475_3",29,2,0,7,1,0,1,2022,"8P31095_2022","8P31109_2022","8P31104_2022"
"8P31104","8P31095","8P31109","475_3",29,0,5,7,1,0,1,2022,"8P31104_2022","8P31095_2022","8P31109_2022"
"8P31109","8P31104","8P31095","475_3",29,4,0,7,1,0,1,2022,"8P31109_2022","8P31104_2022","8P31095_2022"
"8P31090","8P31095","8P31098","476_1",29,0,1,8,1,0,1,2022,"8P31090_2022","8P31095_2022","8P31098_2022"
"8P31095","8P31098","8P31090","476_1",29,1,0,8,1,0,1,2022,"8P31095_2022","8P31098_2022","8P31090_2022"
"8P31098","8P31090","8P31095","476_1",29,2,0,8,1,0,1,2022,"8P31098_2022","8P31090_2022","8P31095_2022"
"8P31098","8P31104","8P31109","477_1",29,1,0,9,1,0,1,2022,"8P31098_2022","8P31104_2022","8P31109_2022"
"8P31104","8P31109","8P31098","477_1",29,1,0,8,1,0,1,2022,"8P31104_2022","8P31109_2022","8P31098_2022"
"8P31109","8P31098","8P31104","477_1",29,2,0,8,1,0,1,2022,"8P31109_2022","8P31098_2022","8P31104_2022"
"8P31090","8P31095","8P31094","477_3",29,0,1,9,1,0,1,2022,"8P31090_2022","8P31095_2022","8P31094_2022"
"8P31094","8P31090","8P31095","477_3",29,2,0,8,1,0,1,2022,"8P31094_2022","8P31090_2022","8P31095_2022"
"8P31095","8P31094","8P31090","477_3",29,1,0,9,1,0,1,2022,"8P31095_2022","8P31094_2022","8P31090_2022"
"8P31094","8P31109","8P31104","478_2",29,2,0,9,1,0,1,2022,"8P31094_2022","8P31109_2022","8P31104_2022"
"8P31104","8P31094","8P31109","478_2",29,0,1,9,1,0,1,2022,"8P31104_2022","8P31094_2022","8P31109_2022"
"8P31109","8P31104","8P31094","478_2",29,2,2,9,1,0,1,2022,"8P31109_2022","8P31104_2022","8P31094_2022"
"8P31090","8P31109","8P31104","479_1",29,1,0,10,1,0,1,2022,"8P31090_2022","8P31109_2022","8P31104_2022"
"8P31104","8P31090","8P31109","479_1",29,0,1,10,1,0,1,2022,"8P31104_2022","8P31090_2022","8P31109_2022"
"8P31109","8P31104","8P31090","479_1",29,1,0,10,1,0,1,2022,"8P31109_2022","8P31104_2022","8P31090_2022"
"8P31094","8P31095","8P31098","479_2",29,1,1,10,1,0,1,2022,"8P31094_2022","8P31095_2022","8P31098_2022"
"8P31095","8P31098","8P31094","479_2",29,1,0,10,1,0,1,2022,"8P31095_2022","8P31098_2022","8P31094_2022"
"8P31098","8P31094","8P31095","479_2",29,2,0,10,1,0,1,2022,"8P31098_2022","8P31094_2022","8P31095_2022"
"8P14353","8P31115","8P31112","480_2",30,1,0,1,0,0,0,2022,"8P14353_2022","8P31115_2022","8P31112_2022"
"8P31115","8P31112","8P14353","480_2",30,4,0,1,0,0,0,2022,"8P31115_2022","8P31112_2022","8P14353_2022"
"8P31113","8P31115","8P26886","481_2",30,2,0,2,0,0,0,2022,"8P31113_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P31113","481_2",30,1,0,2,0,0,0,2022,"8P31115_2022","8P26886_2022","8P31113_2022"
"8P26886","8P31112","8P31114","482_1",30,1,0,3,0,0,0,2022,"8P26886_2022","8P31112_2022","8P31114_2022"
"8P31112","8P31114","8P26886","482_1",30,2,1,2,0,0,0,2022,"8P31112_2022","8P31114_2022","8P26886_2022"
"8P31114","8P26886","8P31112","482_1",30,0,2,2,0,0,0,2022,"8P31114_2022","8P26886_2022","8P31112_2022"
"8P14353","8P31113","8P31115","482_3",30,1,1,2,0,0,0,2022,"8P14353_2022","8P31113_2022","8P31115_2022"
"8P31113","8P31115","8P14353","482_3",30,1,0,3,0,0,0,2022,"8P31113_2022","8P31115_2022","8P14353_2022"
"8P31115","8P14353","8P31113","482_3",30,2,1,3,0,0,0,2022,"8P31115_2022","8P14353_2022","8P31113_2022"
"8P14353","8P31114","8P31112","483_3",30,2,2,3,0,0,0,2022,"8P14353_2022","8P31114_2022","8P31112_2022"
"8P31112","8P14353","8P31114","483_3",30,2,0,3,0,0,0,2022,"8P31112_2022","8P14353_2022","8P31114_2022"
"8P31114","8P31112","8P14353","483_3",30,1,2,3,0,0,0,2022,"8P31114_2022","8P31112_2022","8P14353_2022"
"8P14353","8P31115","8P26886","484_1",30,0,1,4,0,0,0,2022,"8P14353_2022","8P31115_2022","8P26886_2022"
"8P26886","8P14353","8P31115","484_1",30,1,0,4,0,0,0,2022,"8P26886_2022","8P14353_2022","8P31115_2022"
"8P31115","8P26886","8P14353","484_1",30,2,0,4,0,0,0,2022,"8P31115_2022","8P26886_2022","8P14353_2022"
"8P31112","8P31114","8P31113","484_2",30,2,0,4,0,0,0,2022,"8P31112_2022","8P31114_2022","8P31113_2022"
"8P31113","8P31112","8P31114","484_2",30,1,1,4,0,0,0,2022,"8P31113_2022","8P31112_2022","8P31114_2022"
"8P31114","8P31113","8P31112","484_2",30,1,2,4,0,0,0,2022,"8P31114_2022","8P31113_2022","8P31112_2022"
"8P31112","8P31113","8P31115","485_1",30,2,0,5,0,0,0,2022,"8P31112_2022","8P31113_2022","8P31115_2022"
"8P31113","8P31115","8P31112","485_1",30,0,1,5,0,0,0,2022,"8P31113_2022","8P31115_2022","8P31112_2022"
"8P31115","8P31112","8P31113","485_1",30,1,1,5,0,0,0,2022,"8P31115_2022","8P31112_2022","8P31113_2022"
"8P26886","8P31112","8P31113","486_2",30,2,0,5,0,0,0,2022,"8P26886_2022","8P31112_2022","8P31113_2022"
"8P31112","8P31113","8P26886","486_2",30,2,0,6,0,0,0,2022,"8P31112_2022","8P31113_2022","8P26886_2022"
"8P31113","8P26886","8P31112","486_2",30,2,1,6,0,0,0,2022,"8P31113_2022","8P26886_2022","8P31112_2022"
"8P14353","8P31114","8P31115","486_3",30,3,0,5,0,0,0,2022,"8P14353_2022","8P31114_2022","8P31115_2022"
"8P31114","8P31115","8P14353","486_3",30,0,2,5,0,0,0,2022,"8P31114_2022","8P31115_2022","8P14353_2022"
"8P31115","8P14353","8P31114","486_3",30,3,0,6,0,0,0,2022,"8P31115_2022","8P14353_2022","8P31114_2022"
"8P14353","8P31114","8P26886","487_2",30,3,0,6,0,0,0,2022,"8P14353_2022","8P31114_2022","8P26886_2022"
"8P26886","8P14353","8P31114","487_2",30,1,0,6,0,0,0,2022,"8P26886_2022","8P14353_2022","8P31114_2022"
"8P31114","8P26886","8P14353","487_2",30,0,2,6,0,0,0,2022,"8P31114_2022","8P26886_2022","8P14353_2022"
"8P31112","8P31114","8P31115","488_1",30,1,1,7,0,0,0,2022,"8P31112_2022","8P31114_2022","8P31115_2022"
"8P31114","8P31115","8P31112","488_1",30,0,3,7,0,0,0,2022,"8P31114_2022","8P31115_2022","8P31112_2022"
"8P31115","8P31112","8P31114","488_1",30,2,0,7,0,0,0,2022,"8P31115_2022","8P31112_2022","8P31114_2022"
"8P14353","8P31113","8P26886","488_3",30,2,0,7,0,0,0,2022,"8P14353_2022","8P31113_2022","8P26886_2022"
"8P26886","8P14353","8P31113","488_3",30,2,0,7,0,0,0,2022,"8P26886_2022","8P14353_2022","8P31113_2022"
"8P31113","8P26886","8P14353","488_3",30,0,1,7,0,0,0,2022,"8P31113_2022","8P26886_2022","8P14353_2022"
"8P14353","8P31113","8P31112","489_3",30,2,1,8,0,0,0,2022,"8P14353_2022","8P31113_2022","8P31112_2022"
"8P31112","8P14353","8P31113","489_3",30,1,1,8,0,0,0,2022,"8P31112_2022","8P14353_2022","8P31113_2022"
"8P31113","8P31112","8P14353","489_3",30,2,0,8,0,0,0,2022,"8P31113_2022","8P31112_2022","8P14353_2022"
"8P14353","8P31114","8P31113","490_1",30,4,1,9,0,0,0,2022,"8P14353_2022","8P31114_2022","8P31113_2022"
"8P31113","8P14353","8P31114","490_1",30,2,0,9,0,0,0,2022,"8P31113_2022","8P14353_2022","8P31114_2022"
"8P31114","8P31113","8P14353","490_1",30,0,1,8,0,0,0,2022,"8P31114_2022","8P31113_2022","8P14353_2022"
"8P26886","8P31112","8P31115","490_2",30,4,0,8,0,0,0,2022,"8P26886_2022","8P31112_2022","8P31115_2022"
"8P31112","8P31115","8P26886","490_2",30,2,1,9,0,0,0,2022,"8P31112_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P31112","490_2",30,0,2,8,0,0,0,2022,"8P31115_2022","8P26886_2022","8P31112_2022"
"8P26886","8P31114","8P31115","491_1",30,2,0,9,0,0,0,2022,"8P26886_2022","8P31114_2022","8P31115_2022"
"8P31114","8P31115","8P26886","491_1",30,0,1,9,0,0,0,2022,"8P31114_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P31114","491_1",30,1,1,9,0,0,0,2022,"8P31115_2022","8P26886_2022","8P31114_2022"
"8P31113","8P31115","8P31114","492_2",30,3,0,10,0,0,0,2022,"8P31113_2022","8P31115_2022","8P31114_2022"
"8P31114","8P31113","8P31115","492_2",30,0,2,10,0,0,0,2022,"8P31114_2022","8P31113_2022","8P31115_2022"
"8P31115","8P31114","8P31113","492_2",30,1,1,10,0,0,0,2022,"8P31115_2022","8P31114_2022","8P31113_2022"
"8P14353","8P26886","8P31112","492_3",30,2,2,10,0,0,0,2022,"8P14353_2022","8P26886_2022","8P31112_2022"
"8P26886","8P31112","8P14353","492_3",30,1,1,10,0,0,0,2022,"8P26886_2022","8P31112_2022","8P14353_2022"
"8P31112","8P14353","8P26886","492_3",30,2,1,10,0,0,0,2022,"8P31112_2022","8P14353_2022","8P26886_2022"
"8P26886","8P31114","8P31115","493_1",30,1,0,1,1,0,0,2022,"8P26886_2022","8P31114_2022","8P31115_2022"
"8P31115","8P26886","8P31114","493_1",30,1,0,1,1,0,0,2022,"8P31115_2022","8P26886_2022","8P31114_2022"
"8P14353","8P31113","8P31112","493_3",30,2,0,1,1,0,0,2022,"8P14353_2022","8P31113_2022","8P31112_2022"
"8P31112","8P14353","8P31113","493_3",30,2,0,1,1,0,0,2022,"8P31112_2022","8P14353_2022","8P31113_2022"
"8P31113","8P31112","8P14353","493_3",30,1,0,1,1,0,0,2022,"8P31113_2022","8P31112_2022","8P14353_2022"
"8P26886","8P31112","8P31114","494_3",30,0,2,2,1,0,0,2022,"8P26886_2022","8P31112_2022","8P31114_2022"
"8P31112","8P31114","8P26886","494_3",30,3,0,2,1,0,0,2022,"8P31112_2022","8P31114_2022","8P26886_2022"
"8P31114","8P26886","8P31112","494_3",30,1,0,2,1,0,0,2022,"8P31114_2022","8P26886_2022","8P31112_2022"
"8P26886","8P31112","8P14353","495_1",30,0,1,3,1,0,0,2022,"8P26886_2022","8P31112_2022","8P14353_2022"
"8P31112","8P14353","8P26886","495_1",30,1,0,3,1,0,0,2022,"8P31112_2022","8P14353_2022","8P26886_2022"
"8P31113","8P31115","8P31114","495_2",30,4,0,2,1,0,0,2022,"8P31113_2022","8P31115_2022","8P31114_2022"
"8P31114","8P31113","8P31115","495_2",30,0,1,3,1,0,0,2022,"8P31114_2022","8P31113_2022","8P31115_2022"
"8P31115","8P31114","8P31113","495_2",30,0,1,2,1,0,0,2022,"8P31115_2022","8P31114_2022","8P31113_2022"
"8P31113","8P31115","8P14353","496_1",30,2,0,3,1,0,0,2022,"8P31113_2022","8P31115_2022","8P14353_2022"
"8P31115","8P14353","8P31113","496_1",30,1,0,3,1,0,0,2022,"8P31115_2022","8P14353_2022","8P31113_2022"
"8P14353","8P31114","8P26886","497_2",30,1,0,4,1,0,0,2022,"8P14353_2022","8P31114_2022","8P26886_2022"
"8P26886","8P14353","8P31114","497_2",30,1,0,4,1,0,0,2022,"8P26886_2022","8P14353_2022","8P31114_2022"
"8P31114","8P26886","8P14353","497_2",30,1,1,4,1,0,0,2022,"8P31114_2022","8P26886_2022","8P14353_2022"
"8P31112","8P31113","8P31115","497_3",30,2,0,4,1,0,0,2022,"8P31112_2022","8P31113_2022","8P31115_2022"
"8P31113","8P31115","8P31112","497_3",30,1,0,4,1,0,0,2022,"8P31113_2022","8P31115_2022","8P31112_2022"
"8P31115","8P31112","8P31113","497_3",30,0,1,4,1,0,0,2022,"8P31115_2022","8P31112_2022","8P31113_2022"
"8P26886","8P31112","8P31113","498_2",30,1,1,5,1,0,0,2022,"8P26886_2022","8P31112_2022","8P31113_2022"
"8P31112","8P31113","8P26886","498_2",30,2,0,5,1,0,0,2022,"8P31112_2022","8P31113_2022","8P26886_2022"
"8P31113","8P26886","8P31112","498_2",30,3,0,5,1,0,0,2022,"8P31113_2022","8P26886_2022","8P31112_2022"
"8P31112","8P31115","8P26886","499_1",30,1,0,6,1,0,0,2022,"8P31112_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P31112","499_1",30,3,0,5,1,0,0,2022,"8P31115_2022","8P26886_2022","8P31112_2022"
"8P14353","8P31114","8P31113","499_3",30,1,1,5,1,0,0,2022,"8P14353_2022","8P31114_2022","8P31113_2022"
"8P31113","8P14353","8P31114","499_3",30,1,0,6,1,0,0,2022,"8P31113_2022","8P14353_2022","8P31114_2022"
"8P31114","8P31113","8P14353","499_3",30,1,1,5,1,0,0,2022,"8P31114_2022","8P31113_2022","8P14353_2022"
"8P14353","8P31114","8P31115","500_3",30,3,1,6,1,0,0,2022,"8P14353_2022","8P31114_2022","8P31115_2022"
"8P31114","8P31115","8P14353","500_3",30,1,0,6,1,0,0,2022,"8P31114_2022","8P31115_2022","8P14353_2022"
"8P31112","8P31114","8P31115","501_1",30,1,0,7,1,0,0,2022,"8P31112_2022","8P31114_2022","8P31115_2022"
"8P31114","8P31115","8P31112","501_1",30,0,1,7,1,0,0,2022,"8P31114_2022","8P31115_2022","8P31112_2022"
"8P31115","8P31112","8P31114","501_1",30,1,0,7,1,0,0,2022,"8P31115_2022","8P31112_2022","8P31114_2022"
"8P14353","8P31113","8P26886","501_2",30,0,2,7,1,0,0,2022,"8P14353_2022","8P31113_2022","8P26886_2022"
"8P26886","8P14353","8P31113","501_2",30,3,1,7,1,0,0,2022,"8P26886_2022","8P14353_2022","8P31113_2022"
"8P31113","8P26886","8P14353","501_2",30,2,0,7,1,0,0,2022,"8P31113_2022","8P26886_2022","8P14353_2022"
"8P31113","8P31112","8P31114","502_1",30,1,0,8,1,0,0,2022,"8P31113_2022","8P31112_2022","8P31114_2022"
"8P31114","8P31113","8P31112","502_1",30,1,0,8,1,0,0,2022,"8P31114_2022","8P31113_2022","8P31112_2022"
"8P14353","8P31115","8P31112","503_2",30,2,0,8,1,0,0,2022,"8P14353_2022","8P31115_2022","8P31112_2022"
"8P31112","8P14353","8P31115","503_2",30,2,1,9,1,0,0,2022,"8P31112_2022","8P14353_2022","8P31115_2022"
"8P31115","8P31112","8P14353","503_2",30,1,0,8,1,0,0,2022,"8P31115_2022","8P31112_2022","8P14353_2022"
"8P26886","8P31114","8P31113","503_3",30,0,2,8,1,0,0,2022,"8P26886_2022","8P31114_2022","8P31113_2022"
"8P31113","8P26886","8P31114","503_3",30,3,0,9,1,0,0,2022,"8P31113_2022","8P26886_2022","8P31114_2022"
"8P31114","8P31113","8P26886","503_3",30,0,2,9,1,0,0,2022,"8P31114_2022","8P31113_2022","8P26886_2022"
"8P14353","8P31115","8P26886","504_2",30,1,0,9,1,0,0,2022,"8P14353_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P14353","504_2",30,3,0,9,1,0,0,2022,"8P31115_2022","8P26886_2022","8P14353_2022"
"8P14353","8P31114","8P31112","505_1",30,1,2,10,1,0,0,2022,"8P14353_2022","8P31114_2022","8P31112_2022"
"8P31112","8P14353","8P31114","505_1",30,2,1,10,1,0,0,2022,"8P31112_2022","8P14353_2022","8P31114_2022"
"8P31114","8P31112","8P14353","505_1",30,1,1,10,1,0,0,2022,"8P31114_2022","8P31112_2022","8P14353_2022"
"8P26886","8P31113","8P31115","505_3",30,0,1,10,1,0,0,2022,"8P26886_2022","8P31113_2022","8P31115_2022"
"8P31113","8P31115","8P26886","505_3",30,2,0,10,1,0,0,2022,"8P31113_2022","8P31115_2022","8P26886_2022"
"8P31115","8P26886","8P31113","505_3",30,0,1,10,1,0,0,2022,"8P31115_2022","8P26886_2022","8P31113_2022"
"8P14847","8P31091","8917474","506_1",31,1,0,1,0,0,0,2023,"8P14847_2023","8P31091_2023","8917474_2023"
"8917473","8917475","8P31088","506_3",31,0,1,1,0,0,0,2023,"8917473_2023","8917475_2023","8P31088_2023"
"8917475","8P31088","8917473","506_3",31,0,1,1,0,0,0,2023,"8917475_2023","8P31088_2023","8917473_2023"
"8P31088","8917473","8917475","506_3",31,1,0,1,0,0,0,2023,"8P31088_2023","8917473_2023","8917475_2023"
"8917473","8P14847","8P31091","507_3",31,1,1,2,0,0,0,2023,"8917473_2023","8P14847_2023","8P31091_2023"
"8P14847","8P31091","8917473","507_3",31,3,0,2,0,0,0,2023,"8P14847_2023","8P31091_2023","8917473_2023"
"8P31091","8917473","8P14847","507_3",31,0,1,2,0,0,0,2023,"8P31091_2023","8917473_2023","8P14847_2023"
"8917475","8P31088","8P31091","508_2",31,1,2,2,0,0,0,2023,"8917475_2023","8P31088_2023","8P31091_2023"
"8P31088","8P31091","8917475","508_2",31,1,0,2,0,0,0,2023,"8P31088_2023","8P31091_2023","8917475_2023"
"8P31091","8917475","8P31088","508_2",31,3,0,3,0,0,0,2023,"8P31091_2023","8917475_2023","8P31088_2023"
"8917474","8917475","8P31088","509_1",31,1,2,3,0,0,0,2023,"8917474_2023","8917475_2023","8P31088_2023"
"8917475","8P31088","8917474","509_1",31,1,0,3,0,0,0,2023,"8917475_2023","8P31088_2023","8917474_2023"
"8P31088","8917474","8917475","509_1",31,2,0,3,0,0,0,2023,"8P31088_2023","8917474_2023","8917475_2023"
"8917473","8P14847","8P31088","510_2",31,0,2,4,0,0,0,2023,"8917473_2023","8P14847_2023","8P31088_2023"
"8P14847","8P31088","8917473","510_2",31,2,0,4,0,0,0,2023,"8P14847_2023","8P31088_2023","8917473_2023"
"8P31088","8917473","8P14847","510_2",31,1,1,4,0,0,0,2023,"8P31088_2023","8917473_2023","8P14847_2023"
"8917474","8917475","8P31091","510_3",31,1,2,4,0,0,0,2023,"8917474_2023","8917475_2023","8P31091_2023"
"8917475","8P31091","8917474","510_3",31,2,0,4,0,0,0,2023,"8917475_2023","8P31091_2023","8917474_2023"
"8P31091","8917474","8917475","510_3",31,2,0,4,0,0,0,2023,"8P31091_2023","8917474_2023","8917475_2023"
"8917473","8P31091","8P31088","511_2",31,0,1,5,0,0,0,2023,"8917473_2023","8P31091_2023","8P31088_2023"
"8P31088","8917473","8P31091","511_2",31,1,1,5,0,0,0,2023,"8P31088_2023","8917473_2023","8P31091_2023"
"8P31091","8P31088","8917473","511_2",31,2,0,5,0,0,0,2023,"8P31091_2023","8P31088_2023","8917473_2023"
"8917475","8P14847","8P31091","512_1",31,0,2,5,0,0,0,2023,"8917475_2023","8P14847_2023","8P31091_2023"
"8P14847","8P31091","8917475","512_1",31,2,0,5,0,0,0,2023,"8P14847_2023","8P31091_2023","8917475_2023"
"8P31091","8917475","8P14847","512_1",31,1,0,6,0,0,0,2023,"8P31091_2023","8917475_2023","8P14847_2023"
"8917473","8917474","8P31088","512_3",31,0,1,6,0,0,0,2023,"8917473_2023","8917474_2023","8P31088_2023"
"8917474","8P31088","8917473","512_3",31,2,0,5,0,0,0,2023,"8917474_2023","8P31088_2023","8917473_2023"
"8P31088","8917473","8917474","512_3",31,2,1,6,0,0,0,2023,"8P31088_2023","8917473_2023","8917474_2023"
"8917474","8917475","8P14847","513_3",31,2,0,6,0,0,0,2023,"8917474_2023","8917475_2023","8P14847_2023"
"8917475","8P14847","8917474","513_3",31,1,0,6,0,0,0,2023,"8917475_2023","8P14847_2023","8917474_2023"
"8P14847","8917474","8917475","513_3",31,0,1,6,0,0,0,2023,"8P14847_2023","8917474_2023","8917475_2023"
"8917473","8P31091","8917474","514_1",31,0,2,7,0,0,0,2023,"8917473_2023","8P31091_2023","8917474_2023"
"8917474","8917473","8P31091","514_1",31,0,1,7,0,0,0,2023,"8917474_2023","8917473_2023","8P31091_2023"
"8P31091","8917474","8917473","514_1",31,3,0,7,0,0,0,2023,"8P31091_2023","8917474_2023","8917473_2023"
"8917475","8P31088","8P14847","514_2",31,1,1,7,0,0,0,2023,"8917475_2023","8P31088_2023","8P14847_2023"
"8P14847","8917475","8P31088","514_2",31,0,1,7,0,0,0,2023,"8P14847_2023","8917475_2023","8P31088_2023"
"8P31088","8P14847","8917475","514_2",31,1,1,7,0,0,0,2023,"8P31088_2023","8P14847_2023","8917475_2023"
"8P14847","8P31091","8P31088","515_1",31,0,1,8,0,0,0,2023,"8P14847_2023","8P31091_2023","8P31088_2023"
"8P31088","8P14847","8P31091","515_1",31,0,2,8,0,0,0,2023,"8P31088_2023","8P14847_2023","8P31091_2023"
"8P31091","8P31088","8P14847","515_1",31,3,0,8,0,0,0,2023,"8P31091_2023","8P31088_2023","8P14847_2023"
"8917473","8P14847","8917475","516_2",31,0,1,8,0,0,0,2023,"8917473_2023","8P14847_2023","8917475_2023"
"8917475","8917473","8P14847","516_2",31,2,0,8,0,0,0,2023,"8917475_2023","8917473_2023","8P14847_2023"
"8P14847","8917475","8917473","516_2",31,2,0,9,0,0,0,2023,"8P14847_2023","8917475_2023","8917473_2023"
"8917474","8P31088","8P31091","516_3",31,0,1,8,0,0,0,2023,"8917474_2023","8P31088_2023","8P31091_2023"
"8P31088","8P31091","8917474","516_3",31,1,0,9,0,0,0,2023,"8P31088_2023","8P31091_2023","8917474_2023"
"8P31091","8917474","8P31088","516_3",31,1,0,9,0,0,0,2023,"8P31091_2023","8917474_2023","8P31088_2023"
"8917473","8917474","8917475","517_2",31,0,1,9,0,0,0,2023,"8917473_2023","8917474_2023","8917475_2023"
"8917474","8917475","8917473","517_2",31,0,1,9,0,0,0,2023,"8917474_2023","8917475_2023","8917473_2023"
"8917475","8917473","8917474","517_2",31,2,0,9,0,0,0,2023,"8917475_2023","8917473_2023","8917474_2023"
"8917474","8P31088","8P14847","518_1",31,2,0,10,0,0,0,2023,"8917474_2023","8P31088_2023","8P14847_2023"
"8P14847","8917474","8P31088","518_1",31,1,0,10,0,0,0,2023,"8P14847_2023","8917474_2023","8P31088_2023"
"8P31088","8P14847","8917474","518_1",31,0,1,10,0,0,0,2023,"8P31088_2023","8P14847_2023","8917474_2023"
"8917473","8P31091","8917475","518_3",31,0,3,10,0,0,0,2023,"8917473_2023","8P31091_2023","8917475_2023"
"8917475","8917473","8P31091","518_3",31,0,2,10,0,0,0,2023,"8917475_2023","8917473_2023","8P31091_2023"
"8P31091","8917475","8917473","518_3",31,3,0,10,0,0,0,2023,"8P31091_2023","8917475_2023","8917473_2023"
"8917475","8P31088","8P14847","519_1",31,0,2,1,1,0,0,2023,"8917475_2023","8P31088_2023","8P14847_2023"
"8P14847","8917475","8P31088","519_1",31,2,1,1,1,0,0,2023,"8P14847_2023","8917475_2023","8P31088_2023"
"8P31088","8P14847","8917475","519_1",31,1,0,1,1,0,0,2023,"8P31088_2023","8P14847_2023","8917475_2023"
"8917473","8P31091","8917474","519_2",31,0,3,1,1,0,0,2023,"8917473_2023","8P31091_2023","8917474_2023"
"8917474","8917473","8P31091","519_2",31,2,0,1,1,0,0,2023,"8917474_2023","8917473_2023","8P31091_2023"
"8P31091","8917474","8917473","519_2",31,1,1,1,1,0,0,2023,"8P31091_2023","8917474_2023","8917473_2023"
"8917473","8917474","8P31088","527_2",31,1,2,7,1,0,0,2023,"8917473_2023","8917474_2023","8P31088_2023"
"8917474","8P31088","8917473","527_2",31,1,1,7,1,0,0,2023,"8917474_2023","8P31088_2023","8917473_2023"
"8P31088","8917473","8917474","527_2",31,1,0,7,1,0,0,2023,"8P31088_2023","8917473_2023","8917474_2023"
"8917475","8P14847","8P31091","527_3",31,2,0,7,1,0,0,2023,"8917475_2023","8P14847_2023","8P31091_2023"
"8P31091","8917475","8P14847","527_3",31,2,1,7,1,0,0,2023,"8P31091_2023","8917475_2023","8P14847_2023"
"8917474","8917475","8P14847","528_2",31,1,1,8,1,0,0,2023,"8917474_2023","8917475_2023","8P14847_2023"
"8917475","8P14847","8917474","528_2",31,1,0,8,1,0,0,2023,"8917475_2023","8P14847_2023","8917474_2023"
"8P14847","8917474","8917475","528_2",31,1,0,8,1,0,0,2023,"8P14847_2023","8917474_2023","8917475_2023"
"8P31088","8P14847","8P31091","529_1",31,1,1,8,1,0,0,2023,"8P31088_2023","8P14847_2023","8P31091_2023"
"8P31091","8P31088","8P14847","529_1",31,2,0,8,1,0,0,2023,"8P31091_2023","8P31088_2023","8P14847_2023"
"8917473","8917474","8917475","529_3",31,0,2,8,1,0,0,2023,"8917473_2023","8917474_2023","8917475_2023"
"8917474","8917475","8917473","529_3",31,1,0,9,1,0,0,2023,"8917474_2023","8917475_2023","8917473_2023"
"8917475","8917473","8917474","529_3",31,1,1,9,1,0,0,2023,"8917475_2023","8917473_2023","8917474_2023"
"8917473","8P31091","8P31088","530_3",31,1,1,9,1,0,0,2023,"8917473_2023","8P31091_2023","8P31088_2023"
"8P31088","8917473","8P31091","530_3",31,1,0,9,1,0,0,2023,"8P31088_2023","8917473_2023","8P31091_2023"
"8P31091","8P31088","8917473","530_3",31,1,0,9,1,0,0,2023,"8P31091_2023","8P31088_2023","8917473_2023"
"8917473","8P31091","8917475","531_1",31,0,2,10,1,0,0,2023,"8917473_2023","8P31091_2023","8917475_2023"
"8917475","8917473","8P31091","531_1",31,4,0,10,1,0,0,2023,"8917475_2023","8917473_2023","8P31091_2023"
"8917474","8P31088","8P14847","531_2",31,1,0,10,1,0,0,2023,"8917474_2023","8P31088_2023","8P14847_2023"
"8P14847","8917474","8P31088","531_2",31,1,0,10,1,0,0,2023,"8P14847_2023","8917474_2023","8P31088_2023"
"8917477","8P26978","8P31117","532_3",32,1,0,1,0,0,0,2023,"8917477_2023","8P26978_2023","8P31117_2023"
"8P31117","8917477","8P26978","532_3",32,2,0,1,0,0,0,2023,"8P31117_2023","8917477_2023","8P26978_2023"
"8P31087","8917478","8P31117","533_1",32,2,0,2,0,0,0,2023,"8P31087_2023","8917478_2023","8P31117_2023"
"8P31117","8P31087","8917478","533_1",32,1,1,2,0,0,0,2023,"8P31117_2023","8P31087_2023","8917478_2023"
"8917476","8917477","8P26978","535_2",32,4,0,3,0,0,0,2023,"8917476_2023","8917477_2023","8P26978_2023"
"8917477","8P26978","8917476","535_2",32,3,0,3,0,0,0,2023,"8917477_2023","8P26978_2023","8917476_2023"
"8P26978","8917476","8917477","535_2",32,0,1,3,0,0,0,2023,"8P26978_2023","8917476_2023","8917477_2023"
"8917477","8917478","8P31117","536_1",32,1,0,4,0,0,0,2023,"8917477_2023","8917478_2023","8P31117_2023"
"8917478","8P31117","8917477","536_1",32,1,0,4,0,0,0,2023,"8917478_2023","8P31117_2023","8917477_2023"
"8P31117","8917477","8917478","536_1",32,3,1,4,0,0,0,2023,"8P31117_2023","8917477_2023","8917478_2023"
"8917476","8P26978","8P31087","536_2",32,2,0,4,0,0,0,2023,"8917476_2023","8P26978_2023","8P31087_2023"
"8P26978","8P31087","8917476","536_2",32,0,1,4,0,0,0,2023,"8P26978_2023","8P31087_2023","8917476_2023"
"8P31087","8917476","8P26978","536_2",32,2,0,4,0,0,0,2023,"8P31087_2023","8917476_2023","8P26978_2023"
